title,authors,journal,date,cites number,abstract,significant relationship,conclusion,suggestion
Evaluation of the capability of low-impact development practices for the removal of heavy metal from urban stormwater runoff,"Maniquiz-Redillas M.C., Kim L.-H.",Environmental Technology (United Kingdom),2016-09-16,0,"Copyright, 2016 Taylor &amp; Francis. ABSTRACT: Low-impact development (LID) and green infrastructure (GI) have recently become well-known methods to capture, collect, retain, and remove pollutants in stormwater runoff. The research was conducted to assess the efficiency of LID/GI systems applied in removing the particulate and dissolved heavy metals (Zn, Pb, Cu, Ni, Cr, Cd, and Fe) from urban stormwater runoff. A total of 82 storm events were monitored over a four-year period (2010–2014) on six LID/GI systems including infiltration trenches, tree box filter, rain garden, and hybrid constructed wetlands employed for the management of road, parking lot, and roof runoff. It was observed that the heavy metal concentration increased proportionally with the total suspended solids concentration. Among the heavy metal constituents, Fe appeared to be highly particulate-bound and was the easiest to remove followed by Zn and Pb; while metals such as Cr, Ni, Cu, and Cd were mostly dissolved and more difficult to remove. The mass fraction ratios of metal constituents at the effluent were increased relative to the influent. All the systems performed well in the removal of particulate-bound metals and were more efficient for larger storms greater than 15 mm wherein more particulate-bound metals were generated compared to smaller storms less than 5 mm that produced more dissolved metals. The efficiency of the systems in removing the particulate-bound metals was restricted during high average/peak flows; that is, high-intensity storms events and when heavy metals have low concentration levels.",None,None,None
Performance of Elaeis Guineensis Leaves Compost in Filter Media for Stormwater Treament Through Column Study,"Takaijudin H., Ghani A.A., Zakaria N.A., Tze L.L.",IOP Conference Series: Materials Science and Engineering,2016-07-22,0,"Copyright, Published under licence by IOP Publishing Ltd. Compost based materials arv e widely used in filter media for improving soil capability and plant growth. The aim of this paper is to evaluate different types of compost materials used in engineered soil media through soil column investigation. Three (3) column, namely C1 (control), C2 and C3 had different types compost (10%) which were, commercial compost namely PEATGRO, Compost A and Compost B were prepared with 60% medium sand and 30% of topsoil. The diluted stormwater runoff was flushed to the columns and it was run for six (6) hour experiment. The influent and effluent samples were collected and tested for Water Quality Index (WQI) parameters. The results deduced that C3 with Elaeis Guineensis leaves compost (Compost B) achieved 90.45 (Class II) better than control condition which accomplished 84 (Class II) based on WQI Classification. C3 with Compost A (African Mahogany Leaves Compost) obtained only 59.39 (Class III). C3 with the composition of Compost B effectively removed most pollutants, including Chemical Oxygen Demand (COD, Ammoniacal Nitrogen (NH3-N), were reduced by 89±4% and 96.6±0.9%, respectively. The result concluded that Elaeis Guineensis leaves compost is recommended to be used as part of engineered soil media due to its capabilities in eliminating stormwater pollutants.",None, The result concluded that Elaeis Guineensis leaves compost is recommended to be used as part of engineered soil media due to its capabilities in eliminating stormwater pollutants,None
Sustainable urban stormwater management in the tropics: An evaluation of Singapore's ABC Waters Program,"Lim H.S., Lu X.X.",Journal of Hydrology,2016-07-01,0,"Copyright, 2016 Elsevier B.V. The Active Beautiful Clean (ABC) Waters Program was implemented in 2006 as part of Singapore's stormwater management strategy and reflects the country's move towards Water Sensitive Urbanism through the adoption of Low-Impact Development (LID) ideology and practices. It is the first holistic and comprehensive LID program in the tropics and holds promise for extension to other tropical cities. This paper presents a comprehensive summary of the goals, LID practices (ABC design features) and design considerations as well as results of several monitored sites, including a constructed wetland, two rain gardens, green roofs and three canal restoration projects. We evaluate the ABC Waters Program based on these initial results and consider the challenges, issues and the research needs for it to meet its hydrological and water quality remediation goals. So far, the ABC design features evaluated perform well in removing particulates. Performance in nutrient removal is poor. With over 60 projects completed within 10 years, post-project monitoring and evaluation is necessary and complements on-going laboratory and modelling research projects conducted by local academic institutions.",None,None,None
Wet grain delivery advice: A previously impossible extension challenge solved through app technology,"Dvorak J., McNeill S., Hardy C.",Journal of Extension,2016-04-01,0,"Copyright, by Extension Journal, Inc. The delivery of wet grain during harvest is a complex and constantly changing problem about which Extension professionals have been unable to offer more than general advice. By capitalizing on important characteristics of mobile devices, a new app enables producers to fully benefit from detailed information universities have generated on grain drying and costs associated with delivery of grain to different locales. Development of such an app demonstrates the power of apps and mobile devices in allowing Extension to deliver previously unattainable services to its clientele."," By capitalizing on important characteristics of mobile devices, a new app enables producers to fully benefit from detailed information universities have generated on grain drying and costs associated with delivery of grain to different locales",None,None
Construction of the urban water environmental pollution control system based on the ecological ideas of water sensitive urban design,"Wang X.F., Liu H., Yuan X.Z., Ren H.Q., Yue J.S., Xiong S.",Shengtai Xuebao/ Acta Ecologica Sinica,2016-01-01,0,"Copyright, 2015, Ecological Society of China. All rights reserved.For the first time in history, the majority of the world’s population is located in urban areas. This milestone marks a critical turning point that will dramatically affect land and water environments. Increasingly, our cities need to be designed for adaptability and resilience to the impacts of population growth, urban densification, and increase in impervious areas, on the urban water environment. The water sensitive urban design (WSUD) has evolved from its early association with stormwater management to provide a broader framework for sustainable design and urban water management. It provides a common and unified method for integrating the interactions between the urban built form and the urban water cycle environment. This paper presents an overview of theory meaning, key principles, and technical architecture of WSUD, and at the same time, ecological ideas of WSUD has been summarized combined with the traditional ecological wisdom, which comprises the “all things together”theory, the idea of “daofaziran”(following nature’s lead), “design with nature”, and the idea of “ecological systems”. WSUD technologies include green roofs, rain gardens, bioswales, soakaways, wet basins, dry basins, etc. However, to date, few studies have been conducted on the classification of all of the current technologies. In this paper, the WSUD technologies are categorized into three types according to the functions of different technologies: Water Balance, Water Quality, and Water Conservation. For the development of the WSUD worldwide, especially in China, which faces a more serious challenge because of rapid urbanization, further studies on creating technical architecture and summarizing ecological ideas are required. Kaixian Country located in the Three Gorges Reservoir area has become a representative water-sensitive urban area because of the water level control, splitting urbanization speed, and accompanying potential water environment crisis. In order to explore an fitting ecological restoration model to overcome the contradiction between high-speed urbanization and water environment security, this paper employs Kaixian as the example to design the urban water environmental pollution control system, based on the understanding of the ecological ideas of WSUD and the application of the WSUD technology. The whole design was divided into three parts: source control, process control, and receiving water control. The source control mainly used the green roof-ecological wall-rain garden system to decrease the source of pollutants; the process control was divided into four belts: recreation belt, ecological slope belt, landscape dick- pond belt, and natural drawdown belt, different WSUD strategies were implemented for every belt and some possible solutions were proposed for the contaminated urban water bodies. This design includes multi-stripe and multi-function modes that consider not only the physical elements of a place that provide the functional value, but also those elements that create a congenial atmosphere by enhancing the ‘sense of place’ (psychological value). The “multi-tape mode” will provide a good example of controlling water pollution for other urban areas located in the TGR region.", The water sensitive urban design (WSUD) has evolved from its early association with stormwater management to provide a broader framework for sustainable design and urban water management,None,None
Parametric study of perforated pipe underdrains surrounded by loose aggregate,"Afrin T., Kaye N.B., Khan A.A., Testik F.Y.",Journal of Hydraulic Engineering,2016-12-01,0,"Copyright, 2016 American Society of Civil Engineers. A detailed computational parametric study of a perforated pipe underdrain surrounded by loose aggregate has been conducted. Several controlling geometric parameters (i.e., trench width, head, aggregate depth over the pipe, pipe wall perforation area per unit length of pipe, and the area of individual perforations) were considered and the variation of pipe discharge characteristics as a function of these parameters has been quantified. Results indicate that, for each combination of these parameters, there is a finite pipe length after which discharge does not increase with increasing pipe length. This pipe length depends on the pipe wall perforation area per unit length of pipe, pipe cross-sectional area, and losses associated with them. It was found that the effective pipe system discharge coefficient is independent of the channel width, aggregate depth, and head over the pipe for the range of parameters tested. The computational fluid dynamics (CFD) results were used to develop an equation for the system discharge coefficient as a function of the pipe geometry. This equation can be used for sizing underdrains in low-impact development (LID) best management practice (BMP) stormwater systems. These results have practical applications in many stormwater LID/BMPs of similar setup to that used in this study (e.g., porous pavements and infiltration trenches) for sizing and analyzing the hydraulic behavior of the underdrains. This allows design engineers to quantify the peak outflow from the underdrain when the systems are flooded."," This pipe length depends on the pipe wall perforation area per unit length of pipe, pipe cross-sectional area, and losses associated with them",None,None
Evaluation of Field Hydraulic Conductivity Data: Comparing Spot Infiltrometer Test Data to Continuous Recession Data,"Zukowski Z., Emerson C.H., Welker A.L., Achey B.",Geotechnical Special Publication,2016-01-01,0,"Copyright, tainable infrastructure research has led to an increase in the use of stormwater control measures (SCM). Rain gardens are vegetated SCMs which promote infiltration, evapotranspiration, or both. As the use of rain gardens and other sustainable practices becomes more common, cost effective techniques are needed to determine site properties for design and to assess their performance after construction. A major component of rain garden performance is hydraulic conductivity, which can be determined by infiltration testing. The double-ring infiltrometer test, while commonly used in practice, can take long periods of time to complete. Single-ring infiltrometer tests often use less water and are require less time to implement, enabling more tests to be completed in the same period of time. Seven small single ring infiltrometer tests were performed at a rain garden on Villanova's campus in Fall 2014 to determine the field hydraulic conductivity of surficial soil in the SCM. The instrumentation at the site used in the field study has been recording the recession rate in the pond over the past twelve years. Comparing the pond recession rate to the field hydraulic conductivity, it was found that the less commonly used single-ring infiltrometer method can be an accurate predictor of SCM performance.",None,None,None
"Forensic Analyses of Two Failed Rain Gardens in a Tract Development in Glasgow, Delaware","Garza P.R., Welker A., Rife S.",Geotechnical Special Publication,2016-01-01,0,"Copyright, ASCE. Rain gardens are stormwater control measures (SCMs) that control runoff volume and mitigate pollutants through infiltration and evapotranspiration. Many states have developed manuals to aid in the design and construction of SCMs, including rain gardens. Delaware's manual, the Delaware urban runoff management model, recommends that the following soil mixture be used in rain gardens to achieve percolation within 48 hours of the rain event: 50% construction sand, 20-30% topsoil, and 20-30% mulch. The engineered soils that were designed to meet the Delaware soil mix criterion in two failed rain gardens and two samples of native soils in a tract development in Glasgow, Delaware were examined for this paper. The soils were classified according to the USDA (common in stormwater design) and USCS (common in geotechnical design) classification systems. In addition, the saturated hydraulic conductivity and the soil water characteristic curves were determined. Soil samples from both failed rain gardens were classified as clayey sands (SC), while the native soil samples were classified as silty sands (SM). Soils in the failed rain gardens also had lower hydraulic conductivities compared to the native soils. The presence of clays in the engineered soils of the failed rain gardens impaired their ability to infiltrate, resulting in an unusually long residence time of the captured stormwater. This case study highlights the importance of testing native soils at a proposed site and re-using them if their infiltration capacity is appropriate. In this case, the acceptable native soils were replaced with an inadequate soil mixture resulting in an inferior performance and added expense.",None,None,None
An Iron-Enhanced Rain Garden for Dissolved Phosphorus Removal,"Weiss P.T., Aljobeh Z.Y., Bradford C., Breitzke E.A.","World Environmental And Water Resources Congress 2016: Water, Wastewater, and Stormwater and Urban Watershed Symposium - Papers from Sessions of the Proceedings of the 2016 World Environmental and Water Resources Congress",2016-01-01,0,"Copyright, ASCE. As a stormwater management technique, rain gardens can reduce runoff volume and retain contaminants such as metals found in urban stormwater runoff. Due to organic material in rain gardens such as plants, mulch, and compost, however, rain gardens have been shown to release dissolved phosphorus, which is typically targeted for removal from stormwater. As a result, rain gardens can act as a source of dissolved phosphorus and cause a corresponding increase in the dissolved phosphorus concentration in runoff. This project assesses the performance of an iron-enhanced rain garden with regards to its ability to retain dissolved phosphorus. Studies have shown that iron-enhanced sand filtration has the ability to remove over 90% of dissolved phosphorus from stormwater runoff. A new rain garden design incorporating a layer of sand mixed with iron shavings at 5% (by weight) beneath typical rain garden media was tested under laboratory conditions for its ability to retain dissolved phosphorus. Performance was compared to a control rain garden that contained a layer of only sand beneath typical rain garden media. Preliminary results indicated that the iron-enhanced rain garden consistently retained approximately 90% or more of the dissolved phosphorus load after more than 61 m of water had infiltrated. The control rain garden initially retained over 50% of the dissolved phosphorus load. However, after the same depth of infiltrated water, dissolved phosphorus retention dropped significantly and ultimately became negative."," However, after the same depth of infiltrated water, dissolved phosphorus retention dropped significantly and ultimately became negative",None,None
Nutrient leaching and copper speciation in compost-amended bioretention systems,"Chahal M.K., Shi Z., Flury M.",Science of the Total Environment,2016-06-15,0,"Copyright, 2016 Elsevier B.V..Bioretention systems are designed to remove contaminants from stormwater; however, studies have shown that bioretention systems can export excess nitrogen, phosphorus, and copper when amended with compost. The objectives of this study were (1) to quantify removal of nitrates, phosphorus, copper, and dissolved organic matter (DOM) from compost-amended bioretention systems, and (2) to investigate the role of DOM on the leaching of copper. Simulated bioretention systems were irrigated with stormwater for seven storms in two-weeks intervals. Leachates were analyzed for nutrients, copper, and DOM. Visual MINTEQ was used to determine the speciation of copper and to quantify interactions of copper with DOM. Results showed that compost-amended bioretention systems were a source of nitrates, phosphorus, and DOM. Nitrate and phosphorus amounts were elevated up to three orders of magnitude in the leachate compared to the stormwater itself. Bioretention systems were a source for copper during the first 3-5 storms, but during later storms, they were a sink for copper. Copper speciation modeling indicated that the majority of dissolved copper was complexed with DOM. Dissolved organic matter thus helps to mobilize copper from the compost, particularly in the first few storms after compost application. However, since copper-DOM complexes are usually much less toxic than free copper ions, we expect that compost amendments may reduce harmful effects of copper on aquatic organisms.",None,None,None
Enhancing Stormwater Management Benefits of Rainwater Harvesting via Innovative Technologies,"Gee K.D., Hunt W.F.",Journal of Environmental Engineering (United States),2016-08-01,0,"Copyright, 2016 American Society of Civil Engineers. Rainwater harvesting (RWH) systems provide the dual, but often opposing, benefits of acting as alternate water supply sources and providing detention/retention of roof runoff that would otherwise become stormwater runoff. A major challenge that exists when using a RWH system to simultaneously accomplish stormwater and water-conservation benefits in nonarid regions is that these systems are often underutilized, thus remaining full a large portion of the time. For a system to mitigate stormwater runoff, however, there must be sufficient room available in the tank to store a runoff event. Two novel approaches were implemented to improve the ability of RWH systems to serve as both water-conservation practices and stormwater-management practices: an active release technology and a passive release technology. Two locations in Craven County, North Carolina, had RWH systems installed to capture roof runoff and store it for nonpotable uses. One system was equipped with the passive release mechanism, which divided the storage tank into a detention storage volume that was slowly drained between storm events, and a retention storage volume, which was retained for harvesting. The other system included an active release mechanism that automatically released harvested water based on real-time forecasted precipitation and current RWH system conditions. Despite minimal usage, both systems provided substantial stormwater mitigation. The passive release system averaged 82 and 90% volume and peak flow reductions, respectively, while the active release system reduced volumes and peak flows by an average of 91 and 93%, respectively. Both of these mechanisms exhibit great promise in revolutionizing rainwater harvesting system use to meet both water-conservation and stormwater-management goals.",None,None,None
Hydrologic impact of urbanization with extensive stormwater infiltration,"Locatelli L., Mark O., Mikkelsen P.S., Arnbjerg-Nielsen K., Deletic A., Roldin M., Binning P.J.",Journal of Hydrology,2017-01-01,0,"Copyright, 2016 Elsevier B.V. This paper presents a novel modeling analysis of a 40-year-long dataset to examine the impact of urbanization, with widespread stormwater infiltration, on groundwater levels and the water balance of a watershed. A dataset on the hydrologic impact of urbanization with extensive stormwater infiltration is not widely available, and is important because many municipalities are considering infiltration as an alternative to traditional stormwater systems. This study analyzes groundwater level observations from an urban catchment located in Perth, Western Australia. The groundwater observation data cover approximately a 40-year-long period where land use changes (particularly due to urbanization) occurred; moreover, the monitored area contains both undeveloped and urbanized areas where stormwater infiltration is common practice via soakwells (shallow vertical infiltration wells). The data is analyzed using a distributed and dynamic hydrological model to simulate the groundwater response. The model explicitly couples a soakwell model with a groundwater model so that the performance of the soakwells is reduced by the increase of groundwater levels. The groundwater observation data is used to setup, calibrate and validate a coupled MIKE SHE-MIKE URBAN groundwater model and the model is used to quantify the extent of groundwater rise as a result of the urbanization process. The modeled urbanization processes included the irrigation of new established private and public gardens, the reduction of evapotranspiration due to a decrease in green areas, and the development of artificial stormwater infiltration. The study demonstrates that urbanization with stormwater infiltration affects the whole catchment water balance, increasing recharge and decreasing evapotranspiration. These changes lead to a rise in the groundwater table and an increase in the probability of groundwater seepage above terrain.",None,None,None
Potential climate change impacts on green infrastructure vegetation,"Maria Raquel C.D.S., Montalto F.A., Palmer M.I.",Urban Forestry and Urban Greening,2016-12-01,0,"Copyright, 2016 Elsevier GmbH This study investigated the impacts of successive simulated droughts and floods on two plant species (Carex lurida and Liriope muscari) commonly installed in green-infrastructure (GI) sites built in the urban northeast USA. The instantaneous stomatal conductance, and belowground biomass growth (in a second drought experiment only) were used as metrics, since they are indicators of the ability of plants to provide ecosystem functions such as transpiration and carbon uptake. The results indicate that both species have greater tolerance for floods than for droughts. Signs of stress were only evident after a simulated flood exceeding the duration of 95% of all storms that occurred in this geographic region between 1950 and 2000. By contrast, simulated droughts had a more pronounced effect on both the instantaneous conductance measures during drought and the recovery following the cessation of drought in both species. Liriope subjected to drought treatments were all able to recover and to re-establish stomatal conductance levels similar to those displayed by a control group even after repeated drought treatments. By contrast, Carex showed reduced recovery after multiple droughts, in two separate rounds of experiments. However, regardless of moisture conditions and treatment, Carex generally displayed higher stomatal conductance than Liriope, indicating greater transpiration, and CO2 uptake than Liriope. The belowground biomass results supported this finding, i.e. Carex gained more belowground biomass than Liriope during all experiments. At the end of the experiment, the Carex subjected to drought had less than one sixth the belowground biomass of the control treatment, whereas for Liriope this ratio was only 50% (drought to control). The drought treatments, therefore, reduced the biomass of Carex more than it did Liriope, when compared to the respective control plants. Nonetheless, both species survived repeated cycles of droughts and floods, suggesting that these particular species are both likely suitable for use in GI facilities, despite projected future increases in the frequency and intensity of floods and droughts in this geographic region. From a practical perspective, the results suggest no need for irrigation or potential replacement of plants in GI systems in a changed climate.",None,None," Nonetheless, both species survived repeated cycles of droughts and floods, suggesting that these particular species are both likely suitable for use in GI facilities, despite projected future increases in the frequency and intensity of floods and droughts in this geographic region"
Soil invertebrates in Australian rain gardens and their potential roles in storage and processing of nitrogen,"Mehring A.S., Hatt B.E., Kraikittikun D., Orelo B.D., Rippy M.A., Grant S.B., Gonzalez J.P., Jiang S.C., Ambrose R.F., Levin L.A.",Ecological Engineering,2016-12-01,0,"Copyright, 2016 Elsevier B.V. Research on rain gardens generally focuses on hydrology, geochemistry, and vegetation. The role of soil invertebrates has largely been overlooked, despite their well-known impacts on soil nutrient storage, removal, and processing. Surveys of three rain gardens in Melbourne, Australia, revealed a soil invertebrate community structure that differed significantly among sites but was stable across sampling dates (July 2013 and April 2014). Megadrilacea (earthworms), Enchytraeidae (potworms), and Collembola (springtails) were abundant in all sites, and together accounted for a median of 80% of total soil invertebrate abundance. Earthworms were positively correlated to soil organic matter content, but the abundances of other taxonomic groups were not strongly related to organic matter content, plant cover, or root biomass across sites. While less than 5% of total soil N was estimated to be stored in the body tissues of these three taxa, and estimated N gas emissions from earthworms (N2O and N2) were low, ingestion and processing of soil was high (e.g., up to 417% of the upper 5 cm of soil ingested by earthworms annually in one site), suggesting that the contribution of these organisms to N cycling in rain gardens may be substantial. Thus, invertebrate communities represent an overlooked feature of rain garden design that can play an important role in the structure and function of these systems."," Surveys of three rain gardens in Melbourne, Australia, revealed a soil invertebrate community structure that differed significantly among sites but was stable across sampling dates (July 2013 and April 2014)",None,", up to 417% of the upper 5 cm of soil ingested by earthworms annually in one site), suggesting that the contribution of these organisms to N cycling in rain gardens may be substantial"
Experimental study and simulation of water quality purification of urban surface runoff using non-vegetated bioswales,"Li J., Jiang C., Lei T., Li Y.",Ecological Engineering,2016-10-01,0,"Copyright, 2016 Elsevier B.V. Road runoff pollutants are widely recognized as major causes of receiving water pollution. Bioswale serves as an effective storm-water natural purification and disposal technology, which presents important practical value in controlling runoff pollution and stormwater utilization. Multiple bioswale cells with different media are designed and built. Artificial stormwater is synthesized on the basis of the investigated and measured data on the surface runoff pollution in Northwest China, which is used to study the purification effect of bioswale on runoff pollutants from four aspects. Results show that different factors significantly affect water purification process. The removal rate of nitrogen decreases with the increase of inflow concentration for most of media; however, which is contrary for phosphorus and mostly greater than 90%. Blast furnace slag has the best removal of nitrogen, phosphorus and heavy mental Zn under low inflow concentration. The correlation models between the purification effects of total nitrogen, total phosphorus and COD and their influencing factors are established using the multivariate regression method. The Nash-Suttcliffe simulation efficiency coefficients of the models are greater than 0.6.", Results show that different factors significantly affect water purification process,None,None
"Rain Gardens as Integral Parts of Urban Sewage Systems-A Case Study in Thessaloniki, Greece","Basdeki A., Katsifarakis L., Katsifarakis K.L.",Procedia Engineering,2016-01-01,0,"Copyright, 2016 The Authors. The use of rain gardens and other ecological rainwater management methods in urban areas aims, among others, at: 1) reduction of total rainwater runoff and of its peak and 2) reduction of property damage and activity disruption, which is due to insufficient sewer network capacity. While rain gardens cannot substitute sewer networks, they can be used as integral parts of sewer systems in a cost-efficient way. In this paper, integration of rain gardens in sewer systems is investigated, by means of a case study, in Thessaloniki, Greece. The effect of location and size of rain gardens is examined, together with the quality of local sewer network. Our calculations have shown that existing infrastructure is insufficient and that construction of rain gardens could substantially mitigate the nuisance caused by inundation of streets and sidewalks during rain events.",None,None,None
Integrating environmentally sustainable design principles into livable neighborhood,Mostaed Shirehjini R.,"Sustainable Buildings and Structures - Proceedings of the 1st International Conference on Sustainable Buildings and Structures, ICSBS 2015",2016-01-01,0,"Copyright, 2016 Taylor &amp; Francis Group, London. To respond to the environmental concerns raised by patterns of human development, changing the way that land-use decisions are made, to adopt a sustainable framework is inescapable. In view of this fact, to limit the built environment impact on the natural environment, and therefore to produce a built environment that mimics and complements rather than conflicts with nature is emerging as a vital goal for those who design cities, neighborhoods, and buildings. At the same time, the second important factor for land-use planning is the term “livability” that describes quality of life and the characteristics of cities that make them livable. Traffic, health, safety, the environment, and many other factors are important to quality of life, and all are influenced in some way by the built environment. The key question of this paper is: whether and to what extent we can integrate environmentally friendly design concepts into our livable neighborhood. To find the relationship between “livability” and “sustainability” in neighborhood design, this paper first highlights the key elements of livable neighborhoods, and their design components. Second, the environmental consequence of the elements will be determined. For example; how design for physical activities—like providing walking paths—can influence directly or indirectly on the environment. Moreover the paper seeks to find ways to add efficiency to sustainable design solutions. The results indicate the benefits and problems with environmentally designed livable neighborhoods.",None,None,None
The hydrological performance of bioretention cells in regions with cold climates: Seasonal variation and implications for design,"Paus K.H., Muthanna T.M., Braskerud B.C.",Hydrology Research,2016-04-01,0,"Copyright, IWA Publishing 2016. Three bioretention cells in Norway were monitored for 23 to 36 months to evaluate the hydrological performance of bioretention cells operated in regions with cold climates and to test if cell size equations can be used to predict hydrological performance. Values of saturated hydraulic conductivity (Ksat) were determined for separate events by analyzing the observed infiltration rates and via infiltration tests. The two cells with the highest Ksat values (15.9 and 45.0 cm/h) performed excellently during the study period infiltrating nearly all of the incoming runoff. In contrast, the cell with low Ksat value (1.3 cm/h) infiltrated barely half of the incoming runoff. The latter cell had a clear seasonal variation in hydrological performance relating to changes in the Ksat values over the year. The size equation that gave the best predictions of the observed hydrological performance accounts for both surface storage and infiltration. By using this equation to evaluate various bioretention cell designs, it was found that the most effective way to increase the hydrologic performance is to have a Ksat value above 10 cm/h.",None,None,None
Effect of composition on basic properties of engineered media for living roofs and bioretention,"Liu R., Fassman-Beck E.",Journal of Hydrologic Engineering,2016-06-01,0,"Copyright, ASCE. Engineered media used in living roofs and bioretention plays a crucial role in determining stormwater mitigation performance. Engineered media with compositions varying in four aggregates, volumetric ratio of compost (0, 10, and 20%) and three amendments (zeolite, paving sand, and topsoil) were prepared in the laboratory. Media basic properties including particle-size distribution (PSD), dry bulk density, particle density, porosity, and saturated hydraulic conductivity (Ks), were characterized and investigated as a function of the varying composition. All media are classified as poorly-graded sand (SP), exhibiting porosity greater than 0.51, with magnitudes of Ks ranging from 10-2 to 10-1 cm/s. Media with pumice-based aggregates have particle densities between 2.21 and 2.48 g/cm3. The Ks of a pure aggregate classified as SP is positively related to the particle size corresponding to 50% fines on the cumulative PSD curve. Ks values of four aggregates either remain unchanged or decrease by 73% at most with the addition of the compost. An amendment to an aggregate-compost mixture can alter Ks in different ways, depending on its particle shape, coarseness, and organic material.",None,None,None
Rain landscape strategies based on the green stormwater infrastructure,"Wang X., Lu S.","Proceedings - 2015 International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2015",2016-01-14,0,"Copyright, 2016 IEEE. Green stormwater infrastructure is of great significance to alleviate urban waterlogging and build healthy urban water cycle. Traditional stormwater infrastructure is not a good solution to the problem of urban flooding, contrary causes more serious consequences. When the green stormwater infrastructure is used to build urban rainwater recycling system, it should be combined with the landscape, highlighting its aesthetics, ecology, culture. Combined with outstanding cases at home and abroad, the paper analyzes the rain gardens, green streets, ecological park these three typical green stormwater infrastructure, and sums up the landscape policy of green stormwater infrastructure in order to provide reference for 'sponge city'.", Green stormwater infrastructure is of great significance to alleviate urban waterlogging and build healthy urban water cycle,None,None
"Why the Flint, Michigan, USA water crisis is an urban planning failure",Morckel V.,Cities,2017-02-01,0,"Copyright, 2016 Elsevier Ltd This paper argues that the Flint water crisis stems from the city's inability to address the consequences of large-scale population loss, the Flint region's unwillingness to engage in regional planning, and a societal lack of care for infrastructure and shrinking cities.",None,None,None
Research on the establishment and application of IO-LCA model in the construction of sponge city,"Liu H.-T., Li Y.-F.","Conference Proceedings of the 4th International Symposium on Project Management, ISPM 2016",2016-01-01,0,"Copyright, h the environmental degradation, how to build the ecological sponge city has become an important problem which needs to be solved urgently. This paper established the input-output based life cycle assessment model. By taking one rain garden as an example, the life cycle greenhouse gas emissions as well as the distribution of it in the production chain are calculated. The results indicate that the input-output based life cycle assessment model can comprehensively evaluate the impacts of sponge city construction on greenhouse gas emissions, which has a certain reference value for designing supportive policies of sponge city.",None,None,None
Evaluating Retention Capacity of Infiltration Rain Gardens and Their Potential Effect on Urban Stormwater Management in the Sub-Humid Loess Region of China,"Tang S., Luo W., Jia Z., Liu W., Li S., Wu Y.",Water Resources Management,2016-02-01,0,"Copyright, 2015, Springer Science+Business Media Dordrecht. Recognized as an effective low impact development (LID) practice, rain gardens have been widely advocated to be built with urban landscaping for stormwater runoff reduction through the retention and infiltration processes; but the field performance and regional effect of rain gardens have not been thoroughly investigated. In this paper, we presented a four-year monitoring study on the performance of a rain garden on stormwater retention; hydrological models were proposed to predict the potential effect of rain gardens on runoff reduction under different storms and the future urban development scenarios. The experimental rain garden was constructed in a sub-humid loess region in Xi’an, China; it has a contributing area ratio of 20:1 and depth of 15 cm. During the study period, we observed 28 large storm events, but only 5 of them caused overflow from the rain garden. The flow reduction rate for the overflow events ranged from 77 to 94 %. The runoff coefficient from the contributing area (RC) was reduced to less than 0.02 on annual basis, and 0.008 over the four years average. Field observations also showed that infiltration rate remained stable during the operation period. The predictions based on the future landuse and storm variability of the study area showed that by converting a small fraction of the city land area into rain gardens, the negative hydrological effect from expansion of impervious area can be reduced significantly. The challenge, however, lies in how to plan and build rain gardens as an integral part of the urban landscape."," The predictions based on the future landuse and storm variability of the study area showed that by converting a small fraction of the city land area into rain gardens, the negative hydrological effect from expansion of impervious area can be reduced significantly",None,None
Mesocosm study of enhanced bioretention media in treating nutrient rich stormwater for mixed development area,"Goh H.W., Zakaria N.A., Lau T.L., Foo K.Y., Chang C.K., Leow C.S.",Urban Water Journal,2017-02-07,0,"Copyright, 2015 Taylor &amp; Francis. A well-designed engineered soil for bioretention is important as it ensures that pollutant removal requirements are met. This laboratory study investigated the nutrient removal efficiency of bioretention media enhanced with 10% (by volume) additives from various waste materials (cockle shell, newspaper, printed paper, coconut husk and tyre crumb) and planted with Red Hot Chinese Hibiscus (Hibiscus rosa-sinensis), a common landscape shrub in tropical countries. The results showed that media enhanced with shredded newspaper demonstrated a significant improvement in total nitrogen (TN) removal (80.4%), compared to standard bioretention media (57.5%) without compromising total suspended solids (TSS) and total phosphorus (TP) removal, when dosed with actual runoff. The thick root system and rapid growth rate of the plant was proven to contribute to TN removal. This study concluded that shredded newspaper can be a potential addition to enhance bioretention media performance in treating stormwater, especially nutrient rich runoff from mixed development areas.", The results showed that media enhanced with shredded newspaper demonstrated a significant improvement in total nitrogen (TN) removal (80," This study concluded that shredded newspaper can be a potential addition to enhance bioretention media performance in treating stormwater, especially nutrient rich runoff from mixed development areas",None
