title,authors,journal,date,cites number,abstract,significant relationship,conclusion,suggestion
Enhancing Stormwater Management Benefits of Rainwater Harvesting via Innovative Technologies,"Gee K.D., Hunt W.F.",Journal of Environmental Engineering (United States),2016-08-01,0,"Copyright, 2016 American Society of Civil Engineers. Rainwater harvesting (RWH) systems provide the dual, but often opposing, benefits of acting as alternate water supply sources and providing detention/retention of roof runoff that would otherwise become stormwater runoff. A major challenge that exists when using a RWH system to simultaneously accomplish stormwater and water-conservation benefits in nonarid regions is that these systems are often underutilized, thus remaining full a large portion of the time. For a system to mitigate stormwater runoff, however, there must be sufficient room available in the tank to store a runoff event. Two novel approaches were implemented to improve the ability of RWH systems to serve as both water-conservation practices and stormwater-management practices: an active release technology and a passive release technology. Two locations in Craven County, North Carolina, had RWH systems installed to capture roof runoff and store it for nonpotable uses. One system was equipped with the passive release mechanism, which divided the storage tank into a detention storage volume that was slowly drained between storm events, and a retention storage volume, which was retained for harvesting. The other system included an active release mechanism that automatically released harvested water based on real-time forecasted precipitation and current RWH system conditions. Despite minimal usage, both systems provided substantial stormwater mitigation. The passive release system averaged 82 and 90% volume and peak flow reductions, respectively, while the active release system reduced volumes and peak flows by an average of 91 and 93%, respectively. Both of these mechanisms exhibit great promise in revolutionizing rainwater harvesting system use to meet both water-conservation and stormwater-management goals.",None,None,None
Hydrologic impact of urbanization with extensive stormwater infiltration,"Locatelli L., Mark O., Mikkelsen P.S., Arnbjerg-Nielsen K., Deletic A., Roldin M., Binning P.J.",Journal of Hydrology,2017-01-01,0,"Copyright, 2016 Elsevier B.V. This paper presents a novel modeling analysis of a 40-year-long dataset to examine the impact of urbanization, with widespread stormwater infiltration, on groundwater levels and the water balance of a watershed. A dataset on the hydrologic impact of urbanization with extensive stormwater infiltration is not widely available, and is important because many municipalities are considering infiltration as an alternative to traditional stormwater systems. This study analyzes groundwater level observations from an urban catchment located in Perth, Western Australia. The groundwater observation data cover approximately a 40-year-long period where land use changes (particularly due to urbanization) occurred; moreover, the monitored area contains both undeveloped and urbanized areas where stormwater infiltration is common practice via soakwells (shallow vertical infiltration wells). The data is analyzed using a distributed and dynamic hydrological model to simulate the groundwater response. The model explicitly couples a soakwell model with a groundwater model so that the performance of the soakwells is reduced by the increase of groundwater levels. The groundwater observation data is used to setup, calibrate and validate a coupled MIKE SHE-MIKE URBAN groundwater model and the model is used to quantify the extent of groundwater rise as a result of the urbanization process. The modeled urbanization processes included the irrigation of new established private and public gardens, the reduction of evapotranspiration due to a decrease in green areas, and the development of artificial stormwater infiltration. The study demonstrates that urbanization with stormwater infiltration affects the whole catchment water balance, increasing recharge and decreasing evapotranspiration. These changes lead to a rise in the groundwater table and an increase in the probability of groundwater seepage above terrain.",None,None,None
Potential climate change impacts on green infrastructure vegetation,"Maria Raquel C.D.S., Montalto F.A., Palmer M.I.",Urban Forestry and Urban Greening,2016-12-01,0,"Copyright, 2016 Elsevier GmbH This study investigated the impacts of successive simulated droughts and floods on two plant species (Carex lurida and Liriope muscari) commonly installed in green-infrastructure (GI) sites built in the urban northeast USA. The instantaneous stomatal conductance, and belowground biomass growth (in a second drought experiment only) were used as metrics, since they are indicators of the ability of plants to provide ecosystem functions such as transpiration and carbon uptake. The results indicate that both species have greater tolerance for floods than for droughts. Signs of stress were only evident after a simulated flood exceeding the duration of 95% of all storms that occurred in this geographic region between 1950 and 2000. By contrast, simulated droughts had a more pronounced effect on both the instantaneous conductance measures during drought and the recovery following the cessation of drought in both species. Liriope subjected to drought treatments were all able to recover and to re-establish stomatal conductance levels similar to those displayed by a control group even after repeated drought treatments. By contrast, Carex showed reduced recovery after multiple droughts, in two separate rounds of experiments. However, regardless of moisture conditions and treatment, Carex generally displayed higher stomatal conductance than Liriope, indicating greater transpiration, and CO2 uptake than Liriope. The belowground biomass results supported this finding, i.e. Carex gained more belowground biomass than Liriope during all experiments. At the end of the experiment, the Carex subjected to drought had less than one sixth the belowground biomass of the control treatment, whereas for Liriope this ratio was only 50% (drought to control). The drought treatments, therefore, reduced the biomass of Carex more than it did Liriope, when compared to the respective control plants. Nonetheless, both species survived repeated cycles of droughts and floods, suggesting that these particular species are both likely suitable for use in GI facilities, despite projected future increases in the frequency and intensity of floods and droughts in this geographic region. From a practical perspective, the results suggest no need for irrigation or potential replacement of plants in GI systems in a changed climate.",None,None," Nonetheless, both species survived repeated cycles of droughts and floods, suggesting that these particular species are both likely suitable for use in GI facilities, despite projected future increases in the frequency and intensity of floods and droughts in this geographic region"
Soil invertebrates in Australian rain gardens and their potential roles in storage and processing of nitrogen,"Mehring A.S., Hatt B.E., Kraikittikun D., Orelo B.D., Rippy M.A., Grant S.B., Gonzalez J.P., Jiang S.C., Ambrose R.F., Levin L.A.",Ecological Engineering,2016-12-01,0,"Copyright, 2016 Elsevier B.V. Research on rain gardens generally focuses on hydrology, geochemistry, and vegetation. The role of soil invertebrates has largely been overlooked, despite their well-known impacts on soil nutrient storage, removal, and processing. Surveys of three rain gardens in Melbourne, Australia, revealed a soil invertebrate community structure that differed significantly among sites but was stable across sampling dates (July 2013 and April 2014). Megadrilacea (earthworms), Enchytraeidae (potworms), and Collembola (springtails) were abundant in all sites, and together accounted for a median of 80% of total soil invertebrate abundance. Earthworms were positively correlated to soil organic matter content, but the abundances of other taxonomic groups were not strongly related to organic matter content, plant cover, or root biomass across sites. While less than 5% of total soil N was estimated to be stored in the body tissues of these three taxa, and estimated N gas emissions from earthworms (N2O and N2) were low, ingestion and processing of soil was high (e.g., up to 417% of the upper 5 cm of soil ingested by earthworms annually in one site), suggesting that the contribution of these organisms to N cycling in rain gardens may be substantial. Thus, invertebrate communities represent an overlooked feature of rain garden design that can play an important role in the structure and function of these systems."," Surveys of three rain gardens in Melbourne, Australia, revealed a soil invertebrate community structure that differed significantly among sites but was stable across sampling dates (July 2013 and April 2014)",None,", up to 417% of the upper 5 cm of soil ingested by earthworms annually in one site), suggesting that the contribution of these organisms to N cycling in rain gardens may be substantial"
Experimental study and simulation of water quality purification of urban surface runoff using non-vegetated bioswales,"Li J., Jiang C., Lei T., Li Y.",Ecological Engineering,2016-10-01,0,"Copyright, 2016 Elsevier B.V. Road runoff pollutants are widely recognized as major causes of receiving water pollution. Bioswale serves as an effective storm-water natural purification and disposal technology, which presents important practical value in controlling runoff pollution and stormwater utilization. Multiple bioswale cells with different media are designed and built. Artificial stormwater is synthesized on the basis of the investigated and measured data on the surface runoff pollution in Northwest China, which is used to study the purification effect of bioswale on runoff pollutants from four aspects. Results show that different factors significantly affect water purification process. The removal rate of nitrogen decreases with the increase of inflow concentration for most of media; however, which is contrary for phosphorus and mostly greater than 90%. Blast furnace slag has the best removal of nitrogen, phosphorus and heavy mental Zn under low inflow concentration. The correlation models between the purification effects of total nitrogen, total phosphorus and COD and their influencing factors are established using the multivariate regression method. The Nash-Suttcliffe simulation efficiency coefficients of the models are greater than 0.6.", Results show that different factors significantly affect water purification process,None,None
"Rain Gardens as Integral Parts of Urban Sewage Systems-A Case Study in Thessaloniki, Greece","Basdeki A., Katsifarakis L., Katsifarakis K.L.",Procedia Engineering,2016-01-01,0,"Copyright, 2016 The Authors. The use of rain gardens and other ecological rainwater management methods in urban areas aims, among others, at: 1) reduction of total rainwater runoff and of its peak and 2) reduction of property damage and activity disruption, which is due to insufficient sewer network capacity. While rain gardens cannot substitute sewer networks, they can be used as integral parts of sewer systems in a cost-efficient way. In this paper, integration of rain gardens in sewer systems is investigated, by means of a case study, in Thessaloniki, Greece. The effect of location and size of rain gardens is examined, together with the quality of local sewer network. Our calculations have shown that existing infrastructure is insufficient and that construction of rain gardens could substantially mitigate the nuisance caused by inundation of streets and sidewalks during rain events.",None,None,None
Integrating environmentally sustainable design principles into livable neighborhood,Mostaed Shirehjini R.,"Sustainable Buildings and Structures - Proceedings of the 1st International Conference on Sustainable Buildings and Structures, ICSBS 2015",2016-01-01,0,"Copyright, 2016 Taylor &amp; Francis Group, London. To respond to the environmental concerns raised by patterns of human development, changing the way that land-use decisions are made, to adopt a sustainable framework is inescapable. In view of this fact, to limit the built environment impact on the natural environment, and therefore to produce a built environment that mimics and complements rather than conflicts with nature is emerging as a vital goal for those who design cities, neighborhoods, and buildings. At the same time, the second important factor for land-use planning is the term “livability” that describes quality of life and the characteristics of cities that make them livable. Traffic, health, safety, the environment, and many other factors are important to quality of life, and all are influenced in some way by the built environment. The key question of this paper is: whether and to what extent we can integrate environmentally friendly design concepts into our livable neighborhood. To find the relationship between “livability” and “sustainability” in neighborhood design, this paper first highlights the key elements of livable neighborhoods, and their design components. Second, the environmental consequence of the elements will be determined. For example; how design for physical activities—like providing walking paths—can influence directly or indirectly on the environment. Moreover the paper seeks to find ways to add efficiency to sustainable design solutions. The results indicate the benefits and problems with environmentally designed livable neighborhoods.",None,None,None
The hydrological performance of bioretention cells in regions with cold climates: Seasonal variation and implications for design,"Paus K.H., Muthanna T.M., Braskerud B.C.",Hydrology Research,2016-04-01,0,"Copyright, IWA Publishing 2016. Three bioretention cells in Norway were monitored for 23 to 36 months to evaluate the hydrological performance of bioretention cells operated in regions with cold climates and to test if cell size equations can be used to predict hydrological performance. Values of saturated hydraulic conductivity (Ksat) were determined for separate events by analyzing the observed infiltration rates and via infiltration tests. The two cells with the highest Ksat values (15.9 and 45.0 cm/h) performed excellently during the study period infiltrating nearly all of the incoming runoff. In contrast, the cell with low Ksat value (1.3 cm/h) infiltrated barely half of the incoming runoff. The latter cell had a clear seasonal variation in hydrological performance relating to changes in the Ksat values over the year. The size equation that gave the best predictions of the observed hydrological performance accounts for both surface storage and infiltration. By using this equation to evaluate various bioretention cell designs, it was found that the most effective way to increase the hydrologic performance is to have a Ksat value above 10 cm/h.",None,None,None
Effect of composition on basic properties of engineered media for living roofs and bioretention,"Liu R., Fassman-Beck E.",Journal of Hydrologic Engineering,2016-06-01,0,"Copyright, ASCE. Engineered media used in living roofs and bioretention plays a crucial role in determining stormwater mitigation performance. Engineered media with compositions varying in four aggregates, volumetric ratio of compost (0, 10, and 20%) and three amendments (zeolite, paving sand, and topsoil) were prepared in the laboratory. Media basic properties including particle-size distribution (PSD), dry bulk density, particle density, porosity, and saturated hydraulic conductivity (Ks), were characterized and investigated as a function of the varying composition. All media are classified as poorly-graded sand (SP), exhibiting porosity greater than 0.51, with magnitudes of Ks ranging from 10-2 to 10-1 cm/s. Media with pumice-based aggregates have particle densities between 2.21 and 2.48 g/cm3. The Ks of a pure aggregate classified as SP is positively related to the particle size corresponding to 50% fines on the cumulative PSD curve. Ks values of four aggregates either remain unchanged or decrease by 73% at most with the addition of the compost. An amendment to an aggregate-compost mixture can alter Ks in different ways, depending on its particle shape, coarseness, and organic material.",None,None,None
Rain landscape strategies based on the green stormwater infrastructure,"Wang X., Lu S.","Proceedings - 2015 International Conference on Intelligent Transportation, Big Data and Smart City, ICITBS 2015",2016-01-14,0,"Copyright, 2016 IEEE. Green stormwater infrastructure is of great significance to alleviate urban waterlogging and build healthy urban water cycle. Traditional stormwater infrastructure is not a good solution to the problem of urban flooding, contrary causes more serious consequences. When the green stormwater infrastructure is used to build urban rainwater recycling system, it should be combined with the landscape, highlighting its aesthetics, ecology, culture. Combined with outstanding cases at home and abroad, the paper analyzes the rain gardens, green streets, ecological park these three typical green stormwater infrastructure, and sums up the landscape policy of green stormwater infrastructure in order to provide reference for 'sponge city'.", Green stormwater infrastructure is of great significance to alleviate urban waterlogging and build healthy urban water cycle,None,None
"Why the Flint, Michigan, USA water crisis is an urban planning failure",Morckel V.,Cities,2017-02-01,0,"Copyright, 2016 Elsevier Ltd This paper argues that the Flint water crisis stems from the city's inability to address the consequences of large-scale population loss, the Flint region's unwillingness to engage in regional planning, and a societal lack of care for infrastructure and shrinking cities.",None,None,None
Research on the establishment and application of IO-LCA model in the construction of sponge city,"Liu H.-T., Li Y.-F.","Conference Proceedings of the 4th International Symposium on Project Management, ISPM 2016",2016-01-01,0,"Copyright, h the environmental degradation, how to build the ecological sponge city has become an important problem which needs to be solved urgently. This paper established the input-output based life cycle assessment model. By taking one rain garden as an example, the life cycle greenhouse gas emissions as well as the distribution of it in the production chain are calculated. The results indicate that the input-output based life cycle assessment model can comprehensively evaluate the impacts of sponge city construction on greenhouse gas emissions, which has a certain reference value for designing supportive policies of sponge city.",None,None,None
Evaluating Retention Capacity of Infiltration Rain Gardens and Their Potential Effect on Urban Stormwater Management in the Sub-Humid Loess Region of China,"Tang S., Luo W., Jia Z., Liu W., Li S., Wu Y.",Water Resources Management,2016-02-01,0,"Copyright, 2015, Springer Science+Business Media Dordrecht. Recognized as an effective low impact development (LID) practice, rain gardens have been widely advocated to be built with urban landscaping for stormwater runoff reduction through the retention and infiltration processes; but the field performance and regional effect of rain gardens have not been thoroughly investigated. In this paper, we presented a four-year monitoring study on the performance of a rain garden on stormwater retention; hydrological models were proposed to predict the potential effect of rain gardens on runoff reduction under different storms and the future urban development scenarios. The experimental rain garden was constructed in a sub-humid loess region in Xi’an, China; it has a contributing area ratio of 20:1 and depth of 15 cm. During the study period, we observed 28 large storm events, but only 5 of them caused overflow from the rain garden. The flow reduction rate for the overflow events ranged from 77 to 94 %. The runoff coefficient from the contributing area (RC) was reduced to less than 0.02 on annual basis, and 0.008 over the four years average. Field observations also showed that infiltration rate remained stable during the operation period. The predictions based on the future landuse and storm variability of the study area showed that by converting a small fraction of the city land area into rain gardens, the negative hydrological effect from expansion of impervious area can be reduced significantly. The challenge, however, lies in how to plan and build rain gardens as an integral part of the urban landscape."," The predictions based on the future landuse and storm variability of the study area showed that by converting a small fraction of the city land area into rain gardens, the negative hydrological effect from expansion of impervious area can be reduced significantly",None,None
Mesocosm study of enhanced bioretention media in treating nutrient rich stormwater for mixed development area,"Goh H.W., Zakaria N.A., Lau T.L., Foo K.Y., Chang C.K., Leow C.S.",Urban Water Journal,2017-02-07,0,"Copyright, 2015 Taylor &amp; Francis. A well-designed engineered soil for bioretention is important as it ensures that pollutant removal requirements are met. This laboratory study investigated the nutrient removal efficiency of bioretention media enhanced with 10% (by volume) additives from various waste materials (cockle shell, newspaper, printed paper, coconut husk and tyre crumb) and planted with Red Hot Chinese Hibiscus (Hibiscus rosa-sinensis), a common landscape shrub in tropical countries. The results showed that media enhanced with shredded newspaper demonstrated a significant improvement in total nitrogen (TN) removal (80.4%), compared to standard bioretention media (57.5%) without compromising total suspended solids (TSS) and total phosphorus (TP) removal, when dosed with actual runoff. The thick root system and rapid growth rate of the plant was proven to contribute to TN removal. This study concluded that shredded newspaper can be a potential addition to enhance bioretention media performance in treating stormwater, especially nutrient rich runoff from mixed development areas.", The results showed that media enhanced with shredded newspaper demonstrated a significant improvement in total nitrogen (TN) removal (80," This study concluded that shredded newspaper can be a potential addition to enhance bioretention media performance in treating stormwater, especially nutrient rich runoff from mixed development areas",None
Efficiency Assessments of a City's BMP in a Cold Region,"Lim Y.H., Beaudry A.M., Lindstrom N., Hanson R.","World Environmental and Water Resources Congress 2016: Watershed Management, Irrigation and Drainage, and Water Resources Planning and Management - Papers from Sessions of the Proceedings of the 2016 World Environmental and Water Resources Congress",2016-01-01,0,"Copyright, y structural best management practices (BMPs) were installed as part of the storm drainage system in a city in North Dakota. The designs of existing BMPs were largely dependent on the state and city's runoff volume requirements, rather than the pollutant removal efficiency of the BMPs. The framework for assessment of the efficiency of a BMP in a cold region was limited, and hence, an initiative was carried out to gauge the performance of the existing BMPs. An assessment plan, including monitoring hydrologic and water quality parameters, was established before the arrival of any spring runoff. Based on the successful captures of the first summer's storm events, the performance of a BMP was assessed. The average removal efficiency of the nutrients was 73% for total phosphorus and 40% for nitrate as nitrogen. Conductivity was found to increase between the influent and the effluent concentrations. Measurements on total suspended solids, phosphate and bacteria showed certain removal efficiency, but were not proven to be statistically significant. Parameters of ammonia as nitrogen, nitrite as nitrogen, total copper, total lead, total zinc, chloride, pH, and dissolved oxygen did not suggest effective removal trends. Attenuations of storm peaks were confirmed. A continuation of the assessment plan was carried out in the second summer using two more automatic samplers. However, inconsistent results were found for cases of incomplete sampling over the full-event times. On the operational aspect, derivations of the probable number of storms of a certain depth for the city has proven very useful for confirming a field trip decision ahead of the arrival of a forecasted storm."," Measurements on total suspended solids, phosphate and bacteria showed certain removal efficiency, but were not proven to be statistically significant",None," Parameters of ammonia as nitrogen, nitrite as nitrogen, total copper, total lead, total zinc, chloride, pH, and dissolved oxygen did not suggest effective removal trends"
Runoff and pollutant export from a LID subdivision in North Carolina,"Line D.E., White N.M.",Journal of Environmental Engineering (United States),2016-01-01,0,"Copyright, 2015 American Society of Civil Engineers. Storm rainfall on and runoff from a 3.35-ha low-impact development (LID) residential subdivision in the Piedmont region of North Carolina were monitored for 6+ years, which included predevelopment, during-development, and postdevelopment phases. Runoff was monitored and sampled at two stations using automated samplers. Along with residences, the drainage area to one of the stations (PC1) included an undisturbed wooded riparian buffer with level spreaders to distribute runoff, while the area to the other station (PC2) included four bioretention areas, permeable pavement, a roof runoff collection system, a detention pond, and other LID measures. Monitoring results documented that the postdevelopment, runoff to rainfall ratio, and pollutant export at both stations were significantly greater than those of the predevelopment phase, during which time the land use on the site was mature woods. The total nitrogen (TN), total phosphorus (TP), and total suspended solids (TSS) export at both LID monitoring stations was 23 to 92% less than those from a nearby conventionally-developed subdivision monitored previously. These data indicated that LID subdivisions constructed on moderately to slowly permeable soils may not be able to maintain the runoff to rainfall ratio and TN, TP, and TSS export if the predevelopment land use was mature woods; however, if the predevelopment land use was cropland mixed with woods, then it may be possible to maintain predevelopment runoff to rainfall ratio and TN, TP, and TSS export. Further, the extensive use of LID techniques/measures in this residential subdivision resulted in less TN, TP, and TSS export compared to a similar conventional subdivision."," Monitoring results documented that the postdevelopment, runoff to rainfall ratio, and pollutant export at both stations were significantly greater than those of the predevelopment phase, during which time the land use on the site was mature woods",None,None
Water treatment residual (WTR)-coated wood mulch for alleviation of toxic metals and phosphorus from polluted urban stormwater runoff,"Soleimanifar H., Deng Y., Wu L., Sarkar D.",Chemosphere,2016-07-01,0,"Copyright, 2016 Elsevier Ltd. Aluminum-based water treatment residual (WTR)-coated wood mulches were synthesized and tested for removal of heavy metals and phosphorus (P) in synthetic urban stormwater. WTRs are an industrial waste produced from coagulation in water treatment facilities, primarily composed of amorphous aluminum or iron hydroxides. Batch tests showed that the composite filter media could effectively adsorb 97% lead (Pb), 76% zinc (Zn), 81% copper (Cu) and 97% P from the synthetic stormwater (Pb = 100 μg/L, Zn = 800 μg/L, Cu = 100 μg/L, P = 2.30 mg/L, and pH = 7.0) within 120 min, due to the presence of aluminum hydroxides as an active adsorbent. The adsorption was a 2nd-order reaction with respect toward each pollutant. Column tests demonstrated that the WTR-coated mulches considerably alleviated the select pollutants under a continuous-flow condition over the entire filtration period. The effluent Pb, Zn, Cu, and P varied at 0.5-8.9%, 33.4-46.7%, 45.8-55.8%, and 6.4-51.9% of their respective initial concentrations with the increasing bed volume from 0 to 50. Synthetic precipitation leaching procedure (SPLP) and toxicity characteristic leaching procedure (TCLP) tests indicated that leached contaminants were all below the U.S. criteria, suggesting that the release of undesired chemicals under rainfall or landfilling conditions is not a concern during application. This study demonstrates that the WTR-coated mulches are a new, low-cost, and effective filter media for urban stormwater treatment. Equally important, this study provides a sustainable approach to beneficially reuse an industrial waste for environmental pollution control.",None,None," criteria, suggesting that the release of undesired chemicals under rainfall or landfilling conditions is not a concern during application"
The characteristics of steel slag and the effect of its application as a soil additive on the removal of nitrate from aqueous solution,"Liyun, Yang, Ping, Xu, Maomao, Yang, Hao, Bai",Environmental Science and Pollution Research,2016-12-17,N/A,"This study examined the characteristics of nitrate removal from aqueous solution by steel slag and the feasibility of using steel slag as a soil additive to remove nitrate. Steel slag adsorbents were characterized by X-ray fluorescence (XRF), X-ray diffraction (XRD), scanning electron microscopy (SEM) and infrared spectrum (IR spectrum). Adsorption isotherms and kinetics were also analysed. Various parameters were measured in a series of batch experiments, including the sorbent dose, grain size of steel slag, reaction time, initial concentration of nitrate nitrogen, relationship between Al, Fe and Si ions leached from the steel slag and residual nitrate in the aqueous solution. The nitrate adsorbing capacity increased with increasing amounts of steel slag. In addition, decreasing the grain diameter of steel slag also enhanced the adsorption efficiency. Nitrate removal from the aqueous solution was primarily related to Al, Fe, Si and Mn leached from the steel slag. The experimental data conformed to second-order kinetics and the Freundlich isothermal adsorption equation, indicating that the adsorption of nitrate by steel slag is chemisorption under the action of monolayer adsorption. Finally, it was determined that using steel slag as a soil additive to remove nitrate is a feasible strategy.",None,None,None
Protection Methods Against Sea-Level Rise Caused by Climatic Change: Case Study of the Nile Delta Coastal Zones,"Koraim, Ayman Sabry, Negm, Abdelazim",,2016-12-10,N/A,"The global mean surface temperature is projected to increase about 1–3.5°C by the year 2100 caused by a sea-level rise (SLR) of about 15–95 cm. Low gradient coastal landforms most susceptible to inundation include deltas, estuaries, beaches and barrier islands, and coral reefs. Without serious adaptation measures, millions of peoples will be displaced from their homes. Moreover, the loss of productive land, they will have serious implications on job opportunities, food availability, and population movement. In this paper, the current status of many countries in the world affected by rising sea levels is presented. Also, the methods and strategies that can be used to cope with the expected sea level rising are discussed briefly such as nourishment, barriers, coastal armoring, managed retreat, application of the integrated coastal zone management (ICZM), use of floatable developments, etc. In addition, the different types of coastal dikes as widely used methods to protect the coasts from SLR are summarized. Finally, the current situation in Egypt and their vulnerability to SLR is presented.",None,None,None
Characterizing the Effects of Stormwater Mitigation on Nutrient Export and Stream Concentrations,"Bell, Colin D., McMillan, Sara K., Clinton, Sandra M., Jefferson, Anne J.",Environmental Management,2016-12-08,N/A,"Urbanization increases nutrient loading and lowers residence times for processing of reactive solutes, including nitrate, total dissolved nitrogen, orthophosphate, and dissolved organic carbon), which leads to increased stream concentrations and mass export. Stormwater control measures mitigate the impacts of urbanization, and have the potential to improve stream water quality, however the net effect instream is not well understood. We monitored two urban and two suburban watersheds in Charlotte, NC to determine if mitigation controlled the fraction of total mass export during storm, if development classification as either urban or suburban (defined by the age, density and distribution of urban development) controlled storm nutrient and carbon dynamics, and if stormwater control measures were able to change stream water chemistry. While average concentrations during stormflow were generally greater than baseflow, indicating that storms are important times of solute export, the fraction of storm-derived export was unrelated to mitigation by stormwater control measures. Development classification was generally not an important control on export of N and dissolved organic carbon. However, event mean concentrations of orthophosphate were higher at the suburban sites, possibly from greater fertilizer application. Stormwater control measures influenced instream water chemistry at only one site, which also had the greatest mitigated area, but differences between stormwater control measure outflow and stream water suggest the potential for water quality improvements. Together, results suggest stormwater control measures have the potential to decrease solute concentrations from urban runoff, but the type, location, and extent of urban development in the watershed may influence the magnitude of this effect.",None,None," Stormwater control measures influenced instream water chemistry at only one site, which also had the greatest mitigated area, but differences between stormwater control measure outflow and stream water suggest the potential for water quality improvements"
Designing Bioretention Areas for Stormwater Management,"Chin, David A.",Environmental Processes,2016-12-06,N/A,"Governing equations for designing bioretention areas for both flood control and water-quality control are developed, and a design protocol for applying these equations is also presented. Factors taken into account include the flood-control return period, the local intensity-duration-frequency (IDF) function, the catchment volumetric runoff coefficient, and the depth and infiltration capacity of the bioretention-area bowl. It is shown that the IDF functions nested within the conventional Natural Resources Conservation Service (NRCS) rainfall distributions can be described by a common functional form, with different parameters for each of the four rainfall types. These extracted IDF functions are used to show that designing bioretention areas for flood control is more feasible in the western part of the United States that have Type I rainfall, compared to other parts of the county that have Types IA, II, and III rainfall. It is demonstrated that practical bioretention areas that are sized for water-quality control can also meet flood-control regulations in some areas. A design example is provided to demonstrate the typical sizing of bioretention areas for both flood control and water-quality control.",None,None,None
Coupling human preferences with biophysical processes: modeling the effect of citizen attitudes on potential urban stormwater runoff,"Sun, Ning, Hall, Myrna",Urban Ecosystems,2016-12-01,N/A,"Green infrastructure (GI) is gaining wide popularity as a means to reduce urban stormwater runoff. The challenges to long-term success of many GI policies, however, depend on citizen understanding and willingness to be engaged in the process of GI implementation. In this study, we developed a conceptual model that incorporated human preferences and biophysical processes in a coupled manner to estimate stormwater runoff variation at the sewershed scale under different acceptable GI implementation scenarios. To investigate resident receptivity toward GI implementation, we conducted surveys in selected Syracuse sewersheds and developed the scenario of residents implementing rain barrels and rain gardens in their private properties based on the survey results. We simulated this scenario at the lot level using the model we developed within the framework of the EPA SWMM 5 model to estimate reductions in peak flow and total runoff volume for major storm events. With our model, we also tested the effect of planned government tree planting scenarios. The scenario simulations were applied in three urban sewersheds of varying socio-economic and biophysical structures in the City of Syracuse, New York. The simulation results indicated that both the “government participation” and “household participation” scenarios, compared to pre-GI-development conditions, would contribute to a modest reduction in stormwater peak flow (>4 %) and total runoff volume (>5 %) across the simulated sewersheds. This study provides decision makers with a scientific methodology to quantify how human decisions can shape ecosystem function, and thus support sustainable stormwater management planning while addressing citizen preferences and needs.",None,None,None
"Urban metabolism in Syracuse, NY – introduction","Nowak, David J.",Urban Ecosystems,2016-12-01,N/A,,None,None,None
The Physical Activity and Redesigned Community Spaces (PARCS) Study: Protocol of a natural experiment to investigate the impact of citywide park redesign and renovation,"Huang, Terry T. K., Wyka, Katarzyna E., Ferris, Emily B., Gardner, Jennifer, Evenson, Kelly R., Tripathi, Devanshi, Soto, Gabriel Martinez, Cato, Matthew S., Moon, Jon, Wagner, Julia, Dorn, Joan M., Catellier, Diane J., Thorpe, Lorna E.",BMC Public Health,2016-11-14,N/A,"BackgroundThe built environment plays a critical role in promoting physical activity and health. The association between parks, as a key attribute of the built environment, and physical activity, however, remains inconclusive. This project leverages a natural experiment opportunity to assess the impact of the Community Parks Initiative (CPI), a citywide park redesign and renovation effort in New York City, on physical activity, park usage, psychosocial and mental health, and community wellbeing.MethodsThe project will use a longitudinal design with matched controls. Thirty intervention park neighborhoods are socio-demographically matched to 20 control park neighborhoods. The study will investigate whether improvements in physical activity, park usage, psychosocial and mental health, and community wellbeing are observed from baseline to 3 years post-renovation among residents in intervention vs. control neighborhoods.DiscussionThis study represents a rare opportunity to provide robust evidence to further our understanding of the complex relationship between parks and health. Findings will inform future investments in health-oriented urban design policies and offer evidence for addressing health disparities through built environment strategies."," The association between parks, as a key attribute of the built environment, and physical activity, however, remains inconclusive"," The association between parks, as a key attribute of the built environment, and physical activity, however, remains inconclusive",None
Multi-Objective Optimal Design of Detention Tanks in the Urban Stormwater Drainage System: LID Implementation and Analysis,"Duan, Huan-Feng, Li, Fei, Yan, Hexiang",Water Resources Management,2016-10-01,N/A,"Under the influences of climate change and rapid urbanization, extreme rainfall events become more and more intensive and the urban flooding issues have been frequently faced in many cities in the world. Previous practical and scientific experiences have demonstrated that appropriate utilization of detention facilities and low impact development (LID) devices for urban region design could be important and effective ways to the flooding control and drainage service management of an urban stormwater drainage system (USDS). This paper investigates the optimal design and application of detention tank network and LID devices for achieving these multiple objectives in the USDS. The framework and method of LID-based multi-objective optimal design of detention tanks in USDS is first developed in this study, and a practical case in SA city of China is then taken for the application. The results of this study confirm the feasibility and validity of the proposed methodological framework for the LID-based multi-objective optimal design of detention tanks in the USDS. Specifically, both total investment costs and flooding risk have been greatly reduced by the optimal implementation of the detention tank and LID measures. Meanwhile, the results indicate that the LID devices may have global effect to the flooding control and the detention tanks can be locally efficient to reduce the flooding risk. Finally, the findings of this study are discussed in the paper for their practical implications to the practical design and management of USDS.",None,None,None
